Grupo Planificación,ID Equipo,Prioridad,Clase Orden,Plan Orden,Orden,Descripción de la Orden,Puesto Trabajo Responsable,Estado Sistema Orden,Estado Usuario Orden,Autor Orden,Fecha Orden,Fecha Inicion Extremo,Inicio Programado,Inicio Real,Modificado por,Fecha Modificación,Código Estado Sistema,Código Estado Usuario,Estado Sistema,Estado Orden
PAL,PD103,,ZM02,,10445415,CMB BASTIDOR  DE CARRILERIA NO CAB,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,22-oct-22,16-ago-24,16-ago-24,,FNINA,12-abr-24,LIB.,PLAN,ABIE,PLAN
PAL,PD103,,ZM02,,10445416,CMB BOMBA DE AGUA ( 8000 ),MECPAL01,LIB. DMNV MOVM NLIQ PREC,PROG SPCD,FNINA,22-oct-22,28-jun-23,23-jul-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD103,,ZM02,,10445421,CMB CALENTADOR AGUA EN BOMBA AGUA 300W,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,22-oct-22,19-abr-24,19-abr-24,,FNINA,30-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,,ZM02,,10445422,CMB CILINDRO DE CORTINA,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,22-oct-22,10-feb-24,10-feb-24,,FNINA,20-dic-23,LIB.,WMAT,ABIE,WMAT
PAL,PD103,,ZM02,,10445433,CMB TAMBOR DE CABLE REEL,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,22-oct-22,16-ago-24,16-ago-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD103,,ZM02,,10445435,CMB EJE PRINCIPAL DE CARRILERÍA,MECPAL01,LIB. DMNV EDET NLIQ PREC,DPRO SPCD,FNINA,22-oct-22,16-ago-24,16-ago-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,,ZM02,,10445436,CMB ESTRUCTURA CARRUSEL PORTA BARRAS,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,22-oct-22,16-ago-24,16-ago-24,,FNINA,12-oct-23,LIB.,WMAT,ABIE,WMAT
PAL,PD103,,ZM02,,10445437,CMB ESTRUCTURA ÚNICA TORRE PERFO RCS4,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,22-oct-22,16-ago-24,16-ago-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD103,,ZM02,,10445439,CMB INTERCAMBIADOR DE BARRAS,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,22-oct-22,16-ago-24,16-ago-24,,FNINA,02-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD103,,ZM02,,10445441,CMB MOTOR HYD SISTEMA DE ENGRASE,MECPAL01,LIB. DMNV NLIQ PREC,WMAT SPCD,FNINA,22-oct-22,12-abr-24,12-abr-24,,FNINA,09-ene-24,LIB.,WMAT,ABIE,WMAT
PAL,PD301,,ZM02,,10446376,CMB RODILLO GUIADOR SOPORTE BARRAS,MECPAL01,LIB. DMNV NLIQ PREC,PLAN SPCD,YMORALES,26-oct-22,31-dic-23,02-mar-24,,FNINA,02-mar-24,LIB.,PLAN,ABIE,PLAN
PAL,PD302,,ZM02,,10446377,CMB BOMBA DE GRASA,MECPAL01,ABIE DMNV EDET FENA PREC,PLAN SPCD,YMORALES,26-oct-22,31-dic-23,01-ene-23,,FNINA,02-mar-24,ABIE,PLAN,ABIE,PLAN
PAL,PD301,,ZM02,,10446379,CMB VALVULAS 6 CUERPOS,MECPAL01,LIB. DMNV NLIQ PREC,PLAN SPCD,YMORALES,26-oct-22,31-dic-23,02-mar-24,,FNINA,02-mar-24,LIB.,PLAN,ABIE,PLAN
PAL,PD301,,ZM02,,10446383,CMB VALVULAS 9 CUERPOS,MECPAL01,LIB. DMNV NLIQ PREC,PLAN SPCD,YMORALES,26-oct-22,31-dic-23,02-mar-24,,FNINA,02-mar-24,LIB.,PLAN,ABIE,PLAN
PAL,PD301,,ZM02,,10446384,CMB MOTOR HYD DE BOMBA AGUA,MECPAL01,ABIE DMNV EDET FENA PREC,PLAN SPCD,YMORALES,26-oct-22,13-feb-23,01-ene-23,,FNINA,16-oct-23,ABIE,PLAN,ABIE,PLAN
PAL,PD302,,ZM02,,10446386,CMB VENTILADOR GP MOTOR,MECPAL01,ABIE DMNV EDET FENA PREC,PLAN SPCD,YMORALES,26-oct-22,31-dic-23,01-ene-23,,FNINA,02-mar-24,ABIE,PLAN,ABIE,PLAN
PAL,PD302,,ZM02,,10446388,CMB VALVULA CONTROL PERF/PROPULSION,MECPAL01,LIB. DMNV FMAT NLIQ PREC,PLAN SPCD,YMORALES,26-oct-22,31-dic-23,02-mar-24,,FNINA,02-mar-24,LIB.,PLAN,ABIE,PLAN
PAL,PD302,,ZM02,,10446389,CMB VALVULA REGEN SISTEMA AVANCE,MECPAL01,LIB. DMNV NLIQ PREC,PLAN SPCD,YMORALES,26-oct-22,31-dic-23,02-mar-24,,FNINA,02-mar-24,LIB.,PLAN,ABIE,PLAN
PAL,PD302,,ZM02,,10446390,CMB RODILLO GUIADOR SOPORTE BARRAS,MECPAL01,LIB. DMNV NLIQ PREC,PLAN SPCD,FNINA,26-oct-22,31-dic-23,02-mar-24,,FNINA,02-mar-24,LIB.,PLAN,ABIE,PLAN
PAL,PD301,,ZM02,,10446392,CMB BARRA SCILANTE,MECPAL01,ABIE DMNV EDET FENA PREC,PLAN SPCD,FNINA,26-oct-22,31-dic-23,01-ene-23,,FNINA,02-mar-24,ABIE,PLAN,ABIE,PLAN
PAL,PD302,2,ZM02,,10446393,CMB VALVULAS 6 CUERPOS,MECPAL01,LIB. DMNV NLIQ PREC,PLAN SPCD,FNINA,26-oct-22,31-dic-23,02-mar-24,,FNINA,02-mar-24,LIB.,PLAN,ABIE,PLAN
PAL,PD302,,ZM02,,10446394,CMB VALVULAS 9 CUERPOS,MECPAL01,ABIE DMNV EDET FENA PREC,PLAN SPCD,FNINA,26-oct-22,31-dic-23,01-ene-23,,FNINA,02-mar-24,ABIE,PLAN,ABIE,PLAN
PAL,PD302,,ZM02,,10446396,CMB MOTOR HYD DE BOMBA AGUA,MECPAL01,ABIE DMNV EDET FENA PREC,PLAN SPCD,FNINA,26-oct-22,31-dic-23,01-ene-23,,FNINA,02-mar-24,ABIE,PLAN,ABIE,PLAN
PAL,PD302,,ZM02,,10446397,CMB CADENA PULLBACK  LADO CAB,MECPAL01,LIB. DMNV NLIQ PREC,PLAN SPCD,FNINA,26-oct-22,31-dic-23,02-mar-24,,FNINA,02-mar-24,LIB.,PLAN,ABIE,PLAN
PAL,PD302,,ZM02,,10446402,CMB CADENA PULLBACK  LADO NC,MECPAL01,LIB. DMNV NLIQ PREC,PLAN SPCD,YMORALES,26-oct-22,31-dic-23,02-mar-24,,FNINA,02-mar-24,LIB.,PLAN,ABIE,PLAN
PAL,PD302,,ZM02,,10446404,CMB CABLE PULLDOWN LADO CAB,MECPAL01,ABIE DMNV FENA KKMP PREC,PLAN SPCD,YMORALES,26-oct-22,31-dic-23,,,FNINA,02-mar-24,ABIE,PLAN,ABIE,PLAN
PAL,PD301,,ZM02,,10446405,CMB MOTOR HYD DEL FAN,MECPAL01,ABIE DMNV FENA KKMP PREC,PLAN SPCD,FNINA,26-oct-22,13-feb-23,,,YMORALES,12-oct-23,ABIE,PLAN,ABIE,PLAN
PAL,PD302,,ZM02,,10446406,CMB CABLE PULLDOWN LADO NC,MECPAL01,ABIE DMNV FENA KKMP PREC,PLAN SPCD,YMORALES,26-oct-22,31-dic-23,,,FNINA,02-mar-24,ABIE,PLAN,ABIE,PLAN
PAL,PD301,,ZM02,,10446408,CMB CADENA PULLBACK  LADO CAB,MECPAL01,LIB. DMNV NLIQ PREC,PLAN SPCD,FNINA,26-oct-22,31-dic-23,02-mar-24,,FNINA,02-mar-24,LIB.,PLAN,ABIE,PLAN
PAL,PD301,,ZM02,,10446409,CMB CADENA PULLBACK  LADO NC,MECPAL01,ABIE DMNV EDET FENA PREC,PLAN SPCD,FNINA,26-oct-22,13-feb-23,01-ene-23,,FNINA,16-oct-23,ABIE,PLAN,ABIE,PLAN
PAL,PD301,,ZM02,,10446411,CMB RUEDA GUIA LADO CAB,MECPAL01,LIB. DMNV NLIQ PREC,PLAN SPCD,FNINA,26-oct-22,31-dic-23,02-mar-24,,FNINA,02-mar-24,LIB.,PLAN,ABIE,PLAN
PAL,PD301,,ZM02,,10446413,CMB RUEDA GUIA LADO NC,MECPAL01,ABIE DMNV FENA PREC,PLAN SPCD,FNINA,26-oct-22,13-feb-23,01-ene-23,,FNINA,16-oct-23,ABIE,PLAN,ABIE,PLAN
PAL,PD301,,ZM02,,10446414,CMB INTERCAMBIADOR DE BARRENO,MECPAL01,ABIE DMNV FENA KKMP PREC,PLAN SPCD,FNINA,26-oct-22,13-feb-23,,,YMORALES,12-oct-23,ABIE,PLAN,ABIE,PLAN
PAL,PD301,,ZM02,,10446416,CMB CILINDRO TENSADO CADENA NC,MECPAL01,ABIE DMNV FENA KKMP PREC,PLAN SPCD,FNINA,26-oct-22,13-feb-23,,,YMORALES,12-oct-23,ABIE,PLAN,ABIE,PLAN
PAL,PD301,,ZM02,,10446417,CMB CILINDRO TENSADO CADENA C,MECPAL01,ABIE DMNV FENA KKMP PREC,PLAN SPCD,FNINA,26-oct-22,13-feb-23,,,YMORALES,12-oct-23,ABIE,PLAN,ABIE,PLAN
PAL,PD402,2,ZM02,,10463905,LIMPIEZA TANQUE AGUA (LIMPIEZA INTEGRAL),MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,22-ene-23,16-sep-24,16-sep-24,,FNINA,07-ene-24,LIB.,PLAN,ABIE,PLAN
PAL,PD401,,ZM02,,10470282,CMB LINEAS HIDRAULICAS / LIMPIEZA FILTRO,MECPAL01,LIB. EDET KKMP NLIQ PREC,PROG SPCD,FNINA,09-mar-23,08-mar-23,09-mar-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD401,,ZM02,,10470283,PRUEBAS OPERACIONALES & ENTREGA EQUIPO,MECPAL01,LIB. DMNV EDET KKMP NLIQ PREC,PROG SPCD,FNINA,09-mar-23,09-mar-23,12-oct-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD103,,ZM02,,10472305,CMB DE COMPONENTES POR CONDICIÓN,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,29-mar-23,05-ene-24,05-ene-24,,FNINA,17-nov-23,LIB.,PLAN,ABIE,PLAN
PAL,PD102,,ZM02,,10472798,Cambio de control remoto por falla,MINELC01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,JTERRONES,04-abr-23,15-abr-24,15-abr-24,,FNINA,16-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD402,2,ZM02,,10475661,PD402_CMB COMPONENTES & INSUMOS & OTROS,MECPAL01,LIB. DMNV EDET MOVM NLIQ PREC,PROG SPCD,FNINA,30-abr-23,15-may-23,15-may-23,,YMORALES,12-oct-23,LIB.,PROG,ABIE,PROG
PAL,PD103,,ZM02,,10489910,CMB POLEAS DE PULLDOWN,MECPAL01,LIB. DMNV MOVM NLIQ PREC,WMAT SPCD,FNINA,12-jul-23,31-mar-24,31-mar-24,,FNINA,02-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD401,2,ZM02,,10497317,MANTENIMIENTO PM06 - SCI,MECPAL01,LIB. IMPR DMNV NLIQ PREC,PLAN SPCD,TFABIAN,04-sep-23,31-dic-23,31-dic-23,,YMORALES,19-ene-24,LIB.,PLAN,ABIE,PLAN
PAL,PD101,2,ZM02,,10501035,CMB MOTOR HYD TENSADO CABLE PULLDOWN,MECPAL01,LIB. DMNV FMAT MOVM NLIQ PREC,DPRO SPCD,FNINA,30-sep-23,19-abr-24,19-abr-24,,UGPMMAININ05,02-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD101,2,ZM02,,10501036,CMB TEMPLADOR CABLE PULLDOWN CAB/NCAB,MECPAL01,LIB. DMNV IMPP MOVM NLIQ PREC,WMAT SPCD,FNINA,30-sep-23,02-abr-24,02-abr-24,,UGPMMAININ08,22-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM02,,10501042,CMB POLEAS PULLBACK,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,FNINA,30-sep-23,19-feb-24,19-feb-24,,FNINA,02-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM02,,10501046,CMB RODILLOS INFERIORES / SUPERIORES RH,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,12-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM02,,10501047,CMB RODILLOS INFERIORES / SUPERIORES LH,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,12-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM02,,10501057,CMB ROD SUPPORT - SOPORTE DE BARRAS,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,20-ene-24,LIB.,DPRO,ABIE,DPRO
PAL,PD101,2,ZM02,,10501058,CMB CABEZAL DE ROTACIÓN,MECPAL01,LIB. DMNV MOVM NLIQ PREC,WMAT SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,04-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM02,,10501059,CMB ENFRIADOR DE ACEITE HIDRÁULICO HOC,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,20-ene-24,LIB.,DPRO,ABIE,DPRO
PAL,PD101,2,ZM02,,10501060,CMB BOMBA AUXILIAR  NCAB - VÁLVULA 07 SP,MECPAL01,LIB. DMNV NLIQ PREC,WMAT SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,04-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM02,,10501061,CMB MANDO DE BOMBAS (PTO),MECPAL01,LIB. DMNV NLIQ PREC,WMAT SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,04-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM02,,10501063,CMB POLEAS PULLDOWN,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,04-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM02,,10501064,CMB CABLES DE PULLDOWN CAB / NCAB,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,20-ene-24,LIB.,DPRO,ABIE,DPRO
PAL,PD101,2,ZM02,,10501065,CMB JOYSTICK LH / RH,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,20-ene-24,LIB.,DPRO,ABIE,DPRO
PAL,PD101,2,ZM02,,10501066,CMB MOTOR HYD DE TAMBOR CABLE REEL,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,04-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM02,,10501067,CMB PRESURIZADOR DE SALA DE MÁQUINAS,MECPAL01,LIB. DMNV NLIQ PREC,WMAT SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,04-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM02,,10501068,"CMB LLAVE DE QUIEBRE DE 10 3/4""",MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,04-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD101,2,ZM02,,10501069,CMB MOTOR HYD PRESURIZADOR SALA MAQUINAS,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,20-ene-24,LIB.,DPRO,ABIE,DPRO
PAL,PD101,2,ZM02,,10501070,CMB COMPRESOR  A/C,MECPAL01,LIB. DMNV NLIQ PREC,WMAT SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,04-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM02,,10501071,CMB BOMBA AUXILIAR  CAB  (VÁL 06 Y 09),MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,04-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD101,2,ZM02,,10501072,CMB ACTUADOR  P/VALVULA MARIPOSA,MECPAL01,LIB. DMNV MOVM NLIQ PREC,WMAT SPCD,FNINA,30-sep-23,01-jul-24,01-jul-24,,FNINA,04-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM02,,10501082,CMB ENFRIADOR DE COMPRESOR COC,MECPAL01,LIB. DMNV EDET FMAT IMPP MOVM NLIQ PREC,RPRG SPCD,FNINA,01-oct-23,19-abr-24,19-abr-24,,UGPMMAININ08,07-abr-24,LIB.,RPRG,ABIE,RPRG
PAL,PD102,2,ZM02,,10501090,CMB MANDO Y MOTOR DE PROPULSIÓN  L CAB,MECPAL01,LIB. DMNV EDET IMPP NLIQ PREC,WMAT SPCD,FNINA,01-oct-23,19-mar-24,19-mar-24,,FNINA,12-abr-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM02,,10501141,CMB BARRA ESTABILIZADORA,MECPAL01,LIB. DMNV NLIQ PREC,PLAN SPCD,FNINA,01-oct-23,16-jul-24,16-jul-24,,FNINA,02-mar-24,LIB.,PLAN,ABIE,PLAN
PAL,PD102,2,ZM02,,10501146,CMB CABLES DE PULLDOWN CAB / NCAB,MECPAL01,LIB. DMNV MOVM NLIQ PREC,PROG SPCD,FNINA,01-oct-23,16-jul-24,16-jul-24,,JGOMEZ,21-mar-24,LIB.,PROG,ABIE,PROG
PAL,PD102,2,ZM02,,10501149,CMB POLEAS PULLBACK,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,FNINA,01-oct-23,16-jul-24,16-jul-24,,FNINA,02-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM02,,10501154,CMB POLEAS PULLDOWN,MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,FNINA,01-oct-23,16-jul-24,16-jul-24,,FNINA,02-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM02,,10501155,CMB CILINDRO LLAVE U CAB (LH) / NCAB (RH,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,01-oct-23,16-jul-24,16-jul-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD102,2,ZM02,,10501156,CMB MOTOR ELÉCTRICO 1400 HP,MECPAL01,LIB. DMNV NLIQ PREC,WMAT SPCD,FNINA,01-oct-23,16-jul-24,16-jul-24,,FNINA,02-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM02,,10501157,CMB ENFRIADOR DE ACEITE HIDRÁULICO HOC,MECPAL01,LIB. DMNV FMAT NLIQ PREC,DPRO SPCD,FNINA,01-oct-23,16-jul-24,16-jul-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD102,2,ZM02,,10501159,CMB CABEZAL DE ROTACIÓN,MECPAL01,LIB. DMNV FMAT NLIQ PREC,DPRO SPCD,FNINA,01-oct-23,16-jul-24,16-jul-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD102,2,ZM02,,10501173,CMB CIL HYD GATAS POSTERIORES CAB,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,01-oct-23,16-jul-24,16-jul-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD102,2,ZM02,,10501174,CMB CIL HYD GATAS POSTERIORES NO CAB,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,01-oct-23,16-jul-24,16-jul-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD102,2,ZM02,,10501175,CMB BOMBA DE AGUA (8000),MECPAL01,LIB. DMNV NLIQ PREC,WMAT SPCD,FNINA,01-oct-23,16-jul-24,16-jul-24,,FNINA,02-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM02,,10501176,CMB COMPRESOR A/C,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,WMAT SPCD,FNINA,01-oct-23,16-jul-24,16-jul-24,,FNINA,02-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM02,,10501180,CMB CADENA CAB / N CAB,MECPAL01,LIB. DMNV EDET NLIQ PREC,WMAT SPCD,FNINA,01-oct-23,16-jul-24,16-jul-24,,FNINA,02-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM02,,10501182,CMB MOTOR HYD TENSADO CABLE PULLDOWN,MECPAL01,LIB. DMNV FMAT NLIQ PREC,DPRO SPCD,FNINA,01-oct-23,16-jul-24,16-jul-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD102,2,ZM02,,10501216,CMB SOPLADOR EVAPORADOR A/C,MECPAL01,LIB. DMNV EDET NLIQ PREC,DPRO SPCD,FNINA,01-oct-23,16-jul-24,16-jul-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD102,2,ZM02,,10501217,CMB BOMBA HYD PRINCIPAL NO CAB ROTACION,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,01-oct-23,21-oct-24,21-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD102,2,ZM02,,10501218,CMB CABLES DE PULLBACK CAB / NCAB,MECPAL01,LIB. DMNV MOVM NLIQ PREC,PROG SPCD,FNINA,01-oct-23,21-oct-24,21-oct-24,,JGOMEZ,05-nov-23,LIB.,PROG,ABIE,PROG
PAL,PD102,2,ZM02,,10501222,CMB BOMBA AUXILIAR CAB (VÁL 06 Y 09),MECPAL01,LIB. DMNV FMAT NLIQ PREC,WMAT SPCD,FNINA,01-oct-23,21-oct-24,21-oct-24,,FNINA,02-mar-24,LIB.,WMAT,ABIE,WMAT
PAL,PD102,2,ZM02,,10501224,CMB BOMBA HYD PRINCIPAL CAB - AVANCE,MECPAL01,LIB. DMNV EDET NLIQ PREC,DPRO SPCD,FNINA,01-oct-23,21-oct-24,21-oct-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD102,2,ZM02,,10501225,CMB BOMBA DE GRASA,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,DPRO SPCD,FNINA,01-oct-23,21-oct-24,21-oct-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD102,2,ZM02,,10501226,CMB ROD SUPPORT - SOPORTE DE BARRAS,MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,01-oct-23,21-oct-24,21-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD102,2,ZM02,,10501229,CMB TANQUE DE AGUA AUX (LIMP 16000HRS),MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,01-oct-23,21-oct-24,21-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD102,2,ZM02,,10501231,CMB TANQUE DE AGUA PPAL (LIMP 12000HRS),MECPAL01,LIB. DMNV EDET NLIQ PREC,PLAN SPCD,FNINA,01-oct-23,21-oct-24,21-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD102,2,ZM02,,10501233,CMB BOMBA AUXILIAR  NCAB - VÁLVULA 07 SP,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,01-oct-23,21-oct-24,21-oct-24,,FNINA,08-oct-23,LIB.,PLAN,ABIE,PLAN
PAL,PD102,2,ZM02,,10501238,CMB RODILLOS INFERIORES / SUPERIORES RH,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,01-oct-23,21-oct-24,21-oct-24,,FNINA,12-abr-24,LIB.,PLAN,ABIE,PLAN
PAL,PD102,2,ZM02,,10501239,CMB RODILLOS INFERIORES / SUPERIORES LH,MECPAL01,LIB. DMNV EDET FMAT NLIQ PREC,PLAN SPCD,FNINA,01-oct-23,21-oct-24,21-oct-24,,FNINA,12-abr-24,LIB.,PLAN,ABIE,PLAN
PAL,PD103,,ZM02,,10501645,CMB ENFRIADOR DE COMPRESOR COC,MECPAL01,LIB. DMNV FMAT NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,19-abr-24,19-abr-24,,FNINA,11-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,2,ZM02,,10501646,CMB MANDO Y MOTOR DE PROPULSIÓN  CAB,MECPAL01,LIB. DMNV EDET NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,19-abr-24,19-abr-24,,FNINA,12-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,2,ZM02,,10501652,CMB PRESURIZADOR DE SALA DE MÁQUINAS,MECPAL01,LIB. DMNV EDET NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,19-abr-24,19-abr-24,,FNINA,11-abr-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,2,ZM02,,10501659,CMB CILINDRO DE AVANCE  NO CAB PULLDOWN,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,19-abr-24,19-abr-24,,FNINA,14-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,2,ZM02,,10501663,CMB MOTOR HIDRÁULICO DE WINCHE DE IZAJE,MECPAL01,LIB. DMNV FMAT NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,19-abr-24,19-abr-24,,FNINA,30-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,2,ZM02,,10501664,CMB ENFRIADOR DE ACEITE HIDRÁULICO HOC,MECPAL01,LIB. DMNV FMAT NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,16-ago-24,16-ago-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,2,ZM02,,10501669,CMB CAMBIO DE CONDENSADOR A/C,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,16-ago-24,16-ago-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,2,ZM02,,10501674,CMB CIL HYD GATAS DELANTERA CAB,MECPAL01,LIB. DMNV EDET NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,16-ago-24,16-ago-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
PAL,PD103,2,ZM02,,10501675,CMB CIL HYD GATAS DELANTERA NO CAB,MECPAL01,LIB. DMNV NLIQ PREC,DPRO SPCD,FNINA,02-oct-23,16-ago-24,16-ago-24,,FNINA,02-mar-24,LIB.,DPRO,ABIE,DPRO
